! Modelldaten
! -----------------------------------------------------------------------

! Kommentare werden mit einem "!" eingeleitet.
! Der Name des letzten Bearbeiters wird mit @ eingeleitet.
! Die Versionsnummer wir mit # eingeleitet


! WOS-FA
?c rs     e3 18800316 18810423 18801007 127.8  2  -0.1235 -22.0
?c rs     e3 18810423 18820530 18811113  85.9  2  -0.0903 -22.0
?c rs     e3 18820530 18830706 18821218  54.4  2  -0.0656 -22.0
?c rs     e3 18830706 18840808 18840120  33.7  2  -0.0464 -22.0
?c rs     e3 18840808 18850909 18850219  17.5  2  -0.0349 -22.0
?c rs     e3 18850909 18861010 18860321   7.5  2  -0.0159 -22.0
?c rs     e3 18861010 18871109 18870421   3.3  2  -0.0102 -22.0
?c rs     e3 18871109 18881209 18880522 359.4  2  -0.0096 -22.0
?c rs     e3 18881209 18900110 18890624 355.6  2  -0.0113 -22.0
?c rs     e3 18900110 18910214 18900730 350.4  2  -0.0054 -22.0
?c rs     e3 18910214 18920321 18910905 352.9  2   0.0097 -22.0
?c rs     e3 18920321 18930428 18921012 356.5  2   0.0046 -22.0
?c rs     e3 18930428 18940604 18931118 357.1  2   0.0074 -22.0
?c rs     e3 18940604 18950710 18941222   2.1  2   0.0150 -22.0
?c rs     e3 18950710 18960812 18960124   9.2  2   0.0181 -22.0
?c rs     e3 18960812 18970913 18970223  16.3  2   0.0176 -22.0
?c rs     e3 18970913 18981014 18980326  23.2  2   0.0209 -22.0
?c rs     e3 18981014 18991113 18990425  33.1  2   0.0227 -22.0
?c rs     e3 18991113 19001214 19000527  40.8  2   0.0159 -22.0
?c rs     e3 19001214 19020116 19010630  45.8  2   0.0000 -22.0
?c rs     e3 19020116 19030220 19020805  40.5  2  -0.0144 -22.0
?c rs     e3 19030220 19040327 19030912  34.6  2  -0.0167 -22.0
?c rs     e3 19040327 19050504 19041018  27.0  2  -0.0076 -22.0
?c rs     e3 19050504 19060611 19051124  28.8  2  -0.0063 -22.0
?c rs     e3 19060611 19070716 19061228  20.4  2  -0.0088 -22.0
?c rs     e3 19070716 19080818 19080129  23.3  2   0.0011 -22.0
?c rs     e3 19080818 19090919 19090228  21.1  2  -0.0061 -22.0

! Bertrand Peek: The Planet Jupiter (1909-1964)
?c rs     e3 19090919 19100406 19090918  12.5  2  -0.0226 -22.0
?c rs     e3 19100406 19110510 19101022 348.0  2  -0.1003 -22.0
?c rs     e3 19110510 19120613 19111126 316.0  2  -0.0600 -22.0
?c rs     e3 19120613 19130716 19121229 282.5  2  -0.1080 -22.0
?c rs     e3 19130716 19140819 19140131 232.5  2  -0.1429 -22.0
?c rs     e3 19140819 19150922 19150306 188.5  2  -0.0777 -22.0
?c rs     e3 19150922 19161025 19160408 151.5  2  -0.1078 -22.0
?c rs     e3 19161025 19171129 19170513 104.5  2  -0.1275 -22.0
?c rs     e3 19171129 19190102 19180616  44.5  2  -0.1729 -22.0
?c rs     e3 19190102 19200205 19190720 346.0  2  -0.1203 -22.0
?c rs     e3 19200205 19210308 19200821 303.0  2  -0.0957 -22.0
?c rs     e3 19210308 19220411 19210923 270.0  2  -0.0702 -22.0
?c rs     e3 19220411 19230514 19221027 243.0  2  -0.0653 -22.0
?c rs     e3 19230514 19240618 19231130 201.0  2  -0.1446 -22.0
?c rs     e3 19240618 19250721 19250103 131.0  2  -0.2060 -22.0
?c rs     e3 19250721 19260824 19260205  55.5  2  -0.1729 -22.0
?c rs     e3 19260824 19270927 19270311   2.5  2  -0.0927 -22.0
?c rs     e3 19270927 19281030 19280413 329.5  2  -0.0727 -22.0
?c rs     e3 19281030 19291203 19290517 299.5  2  -0.0777 -22.0
?c rs     e3 19291203 19310107 19300621 270.5  2  -0.0675 -22.0
?c rs     e3 19310107 19320210 19310725 243.0  2  -0.0702 -22.0
?c rs     e3 19320210 19330313 19320826 216.0  2  -0.0655 -22.0
?c rs     e3 19330313 19340416 19330928 191.5  2  -0.0576 -22.0
?c rs     e3 19340416 19350519 19341101 169.5  2  -0.0528 -22.0
?c rs     e3 19350519 19360622 19351205 150.5  2  -0.0425 -22.0
?c rs     e3 19360622 19370726 19370107 140.5  2  -0.0075 -22.0
?c rs     e3 19370726 19380829 19380210 143.0  2   0.0201 -22.0
?c rs     e3 19380829 19391002 19390316 156.5  2   0.0476 -22.0
?c rs     e3 19391002 19401105 19400419 169.5  2   0.0175 -22.0
?c rs     e3 19401105 19411208 19410523 171.0  2  -0.0101 -22.0
?c rs     e3 19411208 19430111 19420625 170.5  2   0.0075 -22.0
?c rs     e3 19430111 19440214 19430729 177.5  2   0.0276 -22.0
?c rs     e3 19440214 19450318 19440831 197.5  2   0.0729 -22.0
?c rs     e3 19450318 19460421 19451003 214.5  2   0.0125 -22.0
?c rs     e3 19460421 19470524 19461106 223.5  2   0.0327 -22.0
?c rs     e3 19470524 19480627 19471210 232.0  2   0.0100 -22.0
?c rs     e3 19480627 19490730 19490112 237.5  2   0.0176 -22.0
?c rs     e3 19490730 19500903 19500215 245.5  2   0.0225 -22.0
?c rs     e3 19500903 19511007 19510321 253.0  2   0.0150 -22.0
?c rs     e3 19511007 19521110 19520424 263.5  2   0.0375 -22.0
?c rs     e3 19521110 19621231 19571205 324.0  2   0.0286 -22.0
?c rs     e3 19621231 19640423 19630201  17.0  2   0.0000 -22.0

! JUPOS.org (1964-aktuell)
! Längen aus ZMP (unkorrigiert):
?c rs     e3 19640423 19650529 19641113  19.0  2   0.0100 -22.0
?c rs     e3 19650530 19660706 19651218  22.8  2   0.0100 -22.0
?c rs     e3 19660706 19670809 19670120  27.2  2   0.0045 -22.0
?c rs     e3 19670809 19680909 19680220  26.0  2  -0.0063 -22.0
?c rs     e3 19680909 19691010 19690321  22.4  2  -0.0075 -22.0
?c rs     e3 19691010 19701109 19700421  20.6  2  -0.0147 -22.0
?c rs     e3 19701109 19711210 19710523   9.8  2  -0.0259 -22.0
?c rs     e3 19711210 19730110 19720624   1.3  2  -0.0068 -22.0
?c rs     e3 19730110 19740214 19730730   5.9  2   0.0254 -22.0
?c rs     e3 19740214 19750322 19740905  20.8  2   0.0468 -22.0
?c rs     e3 19750322 19760428 19751013  42.5  2   0.0307 -22.0
?c rs     e3 19760428 19770604 19761118  45.4  2   0.0128 -22.0
?c rs     e3 19770604 19780710 19771223  53.2  2   0.0173 -22.0
?c rs     e3 19780710 19790813 19790124  58.6  2   0.0054 -22.0
?c rs     e3 19790813 19800913 19800224  57.6  2  -0.0044 -22.0
?c rs     e3 19800913 19811014 19810326  55.3  2  -0.0071 -22.0
?c rs     e3 19811014 19821114 19820425  51.9  2  -0.0178 -22.0
?c rs     e3 19821114 19831214 19830527  41.2  2  -0.0315 -22.0
?c rs     e3 19831214 19850115 19840629  27.2  2  -0.0219 -22.0
?c rs     e3 19850115 19860219 19850804  23.5  2  -0.0110 -22.0
?c rs     e3 19860219 19870327 19860911  18.2  2  -0.0107 -22.0
?c rs     e3 19870327 19880503 19871018  15.2  2   0.0021 -22.0
?c rs     e3 19880503 19890609 19881123  20.2  2   0.0138 -22.0
?c rs     e3 19890609 19900715 19891227  26.0  2   0.0130 -22.0
?c rs     e3 19900715 19910818 19910129  30.4  2   0.0082 -22.0
! bisherige Daten (2013-08-03):
?c rs     e3 19910818 19920917 19920228  35.0  2  +0.0465 -22.0
?c rs     e3 19920918 19931018 19930330  44.9  2  +0.0473 -22.0
?c rs     e3 19931018 19941118 19940430  43.7  2  +0.0060 -22.0
?c rs     e3 19941118 19951219 19950601  50.3  2  +0.0294 -22.0
?c rs     e3 19951219 19970120 19960704  59.3  2  +0.0364 -22.0
?c rs     e3 19970120 19980223 19970809  63.8  2  +0.0075 -22.0
?c rs     e3 19980223 19990401 19980916  66.5  2  +0.0111 -22.0
?c rs     e3 19990401 20000508 19991023  70.8  2  +0.0270 -22.0
?c rs     e3 20000508 20010615 20001128  74.9  2  -0.0009 -22.0
?c rs     e3 20010615 20020720 20020101  79.2  2  +0.0239 -22.0
?c rs     e3 20020720 20030822 20030202  84.9  2  +0.0210 -22.0
?c rs     e3 20030822 20040922 20040304  92.5  2  +0.0248 -22.0
?c rs     e3 20040922 20051023 20050403 101.6  2  +0.0166 -22.0
?c rs     e3 20051023 20061122 20060504 111.1  2  +0.0240 -22.4
?c rs     e3 20061122 20071222 20070612 120.2  2  +0.0325 -22.4
?c rs     e3 20071223 20090123 20080709 126.1  2  +0.0171 -22.4
?c rs     e3 20090124 20100228 20090814 137.8  2  +0.0331 -22.5
?c rs     e3 20100301 20110406 20100921 156.1  2  +0.0486 -22.2
?c rs     e3 20110407 20120513 20111029 170.8  2  +0.0277 -22.0
?c rs     e3 20120514 20130619 20121203 187.6  2  +0.0427 -22.4
?c rs     e3 20130620 20140724 20140105 205.7  2  +0.0425 -22.5
?c rs     e3 20140725 20150826 20150206 222.5  2  +0.0311 -22.5
?c rs     e3 20150827 20160925 20160308 242.2  2  +0.0570 -22.4
?c rs     e3 20160926 20171026 20170407 267.5  2  +0.0666 -22.4
?c rs     e3 20171027 20180409 20180509 291.4  2  +0.0517 -22.4
?c rs     e3 20180409 20180530 20180509 288.9  2  -0.0197 -22.5
