Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Spalte1,Spalte2,Spalte3
# PhotoID, X, Y, Z, Omega, Phi, Kappa, r11, r12, r13, r21, r22, r23, r31, r32, r33, X, Y, GroundHeight,Capture Time,0.00,Interval, X, Y,Hor. Distance,Distance Sum,hor. Speed,vert Speed,relative altitude
HNM_0133_0678747657_882ECM_N0090001HELI01973_0000LUJ01,77.449693798129,18.4355837364869,-2564.68,4.13296826481126,6.04700661371385,58.3764364267692,0.521418635131873,0.853277915739415,0.0062773759337831,-0.846773390024419,0.516507657349348,0.127258264352626,0.105344353829565,-0.0716703454079045,0.991849751073893,744.11606424332,-1154.54095402913,-2574.65,45234.3174,47.94,0.88,744.12,-1154.54,4.15,117.91,4.73,0.02,9.97
HNM_0133_0678747658_773ECM_N0090001HELI02000_0000LUJ01,77.4496602276246,18.435524907603,-2564.64,4.27347139970635,4.5069657442727,58.9682960818799,0.513918225591125,0.857518444190003,0.0234558154671116,-0.854232517852966,0.509061509717004,0.105561284414444,0.0785802955444409,-0.0742865882821562,0.994136127476286,742.228557964339,-1158.02815595775,-2574.56,45235.18489,48.81,0.87,742.23,-1158.03,3.97,121.87,4.57,0.04,9.92
HNM_0133_0678747659_667ECM_N0090001HELI02027_0000LUJ01,77.4496292862595,18.4354671222356,-2564.60,3.32251946593736,0.0718970704850867,58.8448669866607,0.517356627517471,0.854368827328172,0.0489492273037249,-0.855768978953805,0.516425180220071,0.0310562054190595,0.001254840273186,-0.0579563639693809,0.998318328616347,740.488889618493,-1161.45349266296,-2574.36,45236.05489,49.68,0.87,740.49,-1161.45,3.84,125.71,4.42,0.05,9.76
HNM_0133_0678747660_569ECM_N0090001HELI02054_0000LUJ01,77.4495963678603,18.43541018545,-2564.44,8.53681678584057,-3.68534848430215,58.6376101715761,0.519372987301928,0.839466142283416,0.159838343400046,-0.852126840119762,0.522830518403376,0.0229803693087527,-0.0642771219687158,-0.148137925548647,0.986875679407271,738.638042362196,-1164.82853770323,-2574.31,45236.93311,50.56,0.88,738.64,-1164.83,3.85,129.56,4.38,0.17,9.86
HNM_0133_0678747661_459ECM_N0090001HELI02081_0000LUJ01,77.4495595758672,18.4353506676018,-2564.38,7.23556050293804,-4.11962222756684,58.3125369045046,0.523928259929482,0.839397096846206,0.144608755797933,-0.848727477658406,0.528801701689076,0.0055162449490762,-0.0718390361493404,-0.125623541173214,0.989473536173776,736.569381981887,-1168.35658987517,-2574.85,45237.79864,51.43,0.87,736.57,-1168.36,4.09,133.65,4.73,0.07,10.47
HNM_0133_0678747662_352ECM_N0090001HELI02108_0000LUJ01,77.4495177929182,18.4352891361932,-2564.47,5.87077888786322,-2.15244486131541,58.1457955740391,0.527387227589967,0.842911334980636,0.106598281112457,-0.848794484968899,0.528254648327971,0.0222474449380992,-0.0375584139887456,-0.102213051422282,0.994053246892537,734.220073335118,-1172.00401504761,-2574.98,45238.66827,52.30,0.87,734.22,-1172.00,4.34,137.99,4.99,-0.10,10.51
HNM_0133_0678747663_250ECM_N0090001HELI02135_0000LUJ01,77.4494738190784,18.4352276166994,-2564.73,7.0871292365507,0.39400903533704,58.1826198222704,0.52720111297265,0.843687882182684,0.101241019051062,-0.84971271466726,0.522464552380373,0.0708455647078446,0.0068767007493526,-0.123375641696709,0.992336214205009,731.747562977386,-1175.65074228979,-2574.99,45239.54196,53.17,0.87,731.75,-1175.65,4.41,142.40,5.04,-0.30,10.25
HNM_0133_0678747664_147ECM_N0090001HELI02162_0000LUJ01,77.4494305690579,18.4351644494347,-2565.03,7.86955658998044,2.67125907483461,58.4109278210788,0.5232542520204,0.847147235285526,0.0924475499440713,-0.850901243678631,0.513454650744949,0.111046815058071,0.046605377894949,-0.136769453374911,0.989505965305312,729.315760251152,-1179.39513713376,-2575.16,45240.41547,54.04,0.87,729.32,-1179.40,4.46,146.86,5.11,-0.34,10.14
HNM_0133_0678747665_044ECM_N0090001HELI02189_0000LUJ01,77.449390783927,18.4350994345524,-2565.39,6.87150073613089,0.0938451219209714,58.345862038942,0.524789752578886,0.845219871252494,0.100990518505995,-0.851230305412896,0.520854063319515,0.0641717373165029,0.0016379056321112,-0.119642860060549,0.992815644166465,727.078804226729,-1183.24903444279,-2575.72,45241.28791,54.92,0.87,727.08,-1183.25,4.46,151.32,5.11,-0.42,10.33
HNM_0133_0678747665_941ECM_N0090001HELI02216_0000LUJ01,77.4493517488184,18.4350337561664,-2565.91,7.6635728124948,-1.14465158647111,58.9949007999682,0.515011566600598,0.848093542944295,0.124500717603522,-0.856950419404533,0.512796826701286,0.051724203304512,-0.0199766100726242,-0.133329505141528,0.990870414387634,724.884025219499,-1187.1422572276,-2575.92,45242.16127,55.79,0.87,724.88,-1187.14,4.47,155.79,5.12,-0.59,10.01
HNM_0133_0678747666_832ECM_N0090001HELI02243_0000LUJ01,77.4493122408427,18.4349665469334,-2566.36,7.46992885625585,0.117624282825205,59.0045632764561,0.514968719697326,0.850070829889307,0.110393849034268,-0.857206511415693,0.510370591981904,0.0686939271448233,0.0020529295735754,-0.130005549925166,0.991511140869744,722.662660281315,-1191.12622192001,-2576.14,45243.02866,56.66,0.87,722.66,-1191.13,4.56,160.35,5.26,-0.53,9.78
HNM_0133_0678747667_726ECM_N0090001HELI02270_0000LUJ01,77.4492730312794,18.4348985585454,-2566.75,7.98158725439021,-1.05499130083586,59.2406777041033,0.51134621285308,0.849691195888832,0.128646501039945,-0.859177541433107,0.508675472358739,0.0553463288536343,-0.0184120313320918,-0.138831320132098,0.990144869023016,720.458077473227,-1195.15636910749,-2576.46,45243.89853,57.53,0.87,720.46,-1195.16,4.59,164.94,5.28,-0.44,9.71
HNM_0133_0678747668_624ECM_N0090001HELI02297_0000LUJ01,77.4492331043257,18.4348301909574,-2567.10,7.81165292325832,-1.63423647180298,58.824673073335,0.517448062503642,0.845641039715336,0.130914989823143,-0.85523924879465,0.516171296277264,0.0461846318661573,-0.0285189398889689,-0.135861785828891,0.990317244734734,718.213153522449,-1199.208995628,-2576.68,45244.77207,58.40,0.87,718.21,-1199.21,4.63,169.58,5.30,-0.40,9.58
HNM_0133_0678747669_518ECM_N0090001HELI02324_0000LUJ01,77.449192983117,18.4347615529159,-2567.39,7.42966181064407,-1.20545561091725,59.0336612249549,0.514420526683063,0.848871008621559,0.121612221626518,-0.857279966164124,0.512547171423891,0.0486462401322632,-0.0210376172785265,-0.129280345711115,0.991384895422589,715.957305373542,-1203.27765347181,-2576.82,45245.642,59.27,0.87,715.96,-1203.28,4.65,174.23,5.35,-0.33,9.44
HNM_0133_0678747670_415ECM_N0090001HELI02351_0000LUJ01,77.4491520133039,18.4346935512042,-2567.60,5.77023865248686,-0.119573693119483,58.8851552745477,0.516754035865492,0.851686831361781,0.0871481939093157,-0.856131363193385,0.514316432169533,0.0501766535057689,-0.0020869531287913,-0.100539290256754,0.994930899983163,713.653733211229,-1207.30859590124,-2576.88,45246.51546,60.14,0.87,713.65,-1207.31,4.64,178.87,5.32,-0.24,9.28
HNM_0133_0678747671_309ECM_N0090001HELI02378_0000LUJ01,77.4491106109521,18.434626784551,-2567.69,8.03615804886835,4.476643755103,58.6713842703172,0.518359564037486,0.851484502325353,0.0792307053522314,-0.851593293777799,0.505519260140218,0.13870522564044,0.0780527024743281,-0.139371517631944,0.987159235234834,711.325831158122,-1211.26633179616,-2576.80,45247.38541,61.01,0.87,711.33,-1211.27,4.59,183.46,5.28,-0.10,9.11
HNM_0133_0678747672_207ECM_N0090001HELI02405_0000LUJ01,77.4490728518353,18.4345596720083,-2567.63,7.10128863995066,0.98827058288267,59.0666258285681,0.513964513296349,0.852281895997988,0.0972422173036115,-0.857638032748286,0.508268898713441,0.0782287120197949,0.0172477203043521,-0.123605405847405,0.992181545781618,709.202798902822,-1215.2445553741,-2577.02,45248.25915,61.89,0.87,709.20,-1215.24,4.51,187.97,5.16,0.06,9.39
HNM_0133_0678747673_100ECM_N0090001HELI02432_0000LUJ01,77.4490363719822,18.4344921369338,-2567.51,7.38379763947972,-1.52165437329208,58.9984512819232,0.514879613088747,0.848287728434896,0.123721113041982,-0.856851112448747,0.513715319342547,0.0436204283350225,-0.0265547570301037,-0.128469842607322,0.991357828646913,707.151703645975,-1219.24781895662,-2577.22,45249.12902,62.76,0.87,707.15,-1219.25,4.50,192.47,5.17,0.14,9.70
HNM_0133_0678747674_001ECM_N0090001HELI02459_0000LUJ01,77.4489981061228,18.4344244651499,-2567.35,6.19381269097697,0.360692625905898,59.3176732538155,0.510267555393272,0.855336091490256,0.0895946008816797,-0.859992669714631,0.506714859389424,0.0604372344755952,0.0062952323290234,-0.107889859894844,0.99414292140607,705.000174692211,-1223.2591924886,-2577.31,45250.00555,63.63,0.88,705.00,-1223.26,4.55,197.02,5.19,0.18,9.96
HNM_0133_0678747674_894ECM_N0090001HELI02486_0000LUJ01,77.4489586899375,18.4343576504612,-2567.37,5.14970876713967,-0.674008370567609,59.2817474556852,0.510781468571835,0.855680154013924,0.0831490552580514,-0.859630102966777,0.509662649860256,0.0357780576715768,-0.0117633939374613,-0.0897521997732047,0.995894655673452,702.783954135744,-1227.21976597682,-2577.53,45250.87444,64.50,0.87,702.78,-1227.22,4.54,201.56,5.22,-0.01,10.16
HNM_0133_0678747675_795ECM_N0090001HELI02513_0000LUJ01,77.4489191256264,18.4342924666803,-2567.42,8.00900503057088,4.72436613353035,59.250555498142,0.509547638751401,0.856896045363851,0.0780408308686231,-0.856491476150707,0.496435651613401,0.141329385084496,0.0823623404478932,-0.138855360886687,0.986881772873009,700.559395629483,-1231.08366798857,-2577.44,45251.75174,65.38,0.88,700.56,-1231.08,4.46,206.02,5.08,-0.06,10.03
HNM_0133_0678747676_683ECM_N0090001HELI02540_0000LUJ01,77.4488816154614,18.4342273325485,-2567.52,7.69394449079828,2.02477857353509,59.5347264981583,0.506699483258852,0.856575224727261,0.097644856744506,-0.861398458789527,0.498374374669878,0.0980595628556162,0.0353316976699335,-0.133797858935971,0.990378616532037,698.450346342867,-1234.9446186549,-2577.65,45252.61567,66.24,0.86,698.45,-1234.94,4.40,210.42,5.09,-0.12,10.13
HNM_0133_0678747677_581ECM_N0090001HELI02567_0000LUJ01,77.4488445936956,18.434161511409,-2567.68,7.33751567989542,-1.50259544408436,60.0478370132733,0.49910508738265,0.857675236255105,0.123641824895573,-0.866144622051092,0.498089878412106,0.041230652618955,-0.0262222318029724,-0.127670130172111,0.991469985638046,696.368762474743,-1238.84628917251,-2577.77,45253.48923,67.12,0.87,696.37,-1238.85,4.42,214.84,5.06,-0.19,10.09
HNM_0133_0678747678_474ECM_N0090001HELI02594_0000LUJ01,77.4488056277172,18.4340963703066,-2567.91,7.06428831109378,-2.09163031647078,59.3998460344255,0.508704571216556,0.851921698361141,0.124294324427339,-0.860167178566098,0.509042986849948,0.0314270974880309,-0.0364977278884245,-0.122901006506673,0.991747577994839,694.177844981372,-1242.7076577346,-2577.78,45254.35911,67.99,0.87,694.18,-1242.71,4.44,219.28,5.10,-0.26,9.87
HNM_0133_0678747679_372ECM_N0090001HELI02621_0000LUJ01,77.4487645747457,18.4340308624259,-2568.18,7.25121817369619,-0.221304876978995,60.0199645401875,0.499694478264821,0.859028326500773,0.111246405159581,-0.86619311332359,0.496124045310432,0.0597530090924112,-0.003862489149975,-0.126219118734421,0.991994866540887,691.869568968844,-1246.59077446658,-2577.99,45255.23266,68.86,0.87,691.87,-1246.59,4.52,223.80,5.17,-0.31,9.81
HNM_0133_0678747680_266ECM_N0090001HELI02648_0000LUJ01,77.4487232885915,18.4339654911029,-2568.32,7.2605443105815,0.857575085587748,60.0667304869796,0.498935137640016,0.860602305067335,0.10211464606474,-0.866510080054715,0.493350747128615,0.0759297140203271,0.0149669499801834,-0.126367372452016,0.99187059518259,689.548178036547,-1250.46579715337,-2577.98,45256.10261,69.73,0.87,689.55,-1250.47,4.52,228.31,5.19,-0.16,9.67
HNM_0133_0678747681_163ECM_N0090001HELI02675_0000LUJ01,77.4486823285445,18.433900335677,-2568.40,7.45358430884574,2.66641814023739,59.5082591678397,0.506864783488425,0.85748332951953,0.0883766420234088,-0.860769359204388,0.49792640927643,0.105571782214508,0.0465209792899826,-0.129582524057769,0.990476737710038,687.245122538113,-1254.32802083151,-2578.28,45256.97609,70.60,0.87,687.25,-1254.33,4.50,232.81,5.15,-0.10,9.88
HNM_0133_0678747682_057ECM_N0090001HELI02702_0000LUJ01,77.4486420817269,18.4338352162236,-2568.54,6.45569359540923,-0.419269302762649,59.9303158682523,0.501039490169396,0.85951689136163,0.10094623695231,-0.865393484226042,0.49858779873082,0.0500432254742485,-0.0073175644788764,-0.112431847893717,0.993632493847349,684.982172377298,-1258.18810902756,-2578.21,45257.84596,71.47,0.87,684.98,-1258.19,4.47,237.29,5.14,-0.15,9.67
HNM_0133_0678747682_955ECM_N0090001HELI02729_0000LUJ01,77.4486013201923,18.4337705255203,-2568.52,7.33439086335784,1.35528120186499,59.8474819675475,0.502163017825944,0.859133113838866,0.098603226283291,-0.864449472505638,0.495582834223872,0.0844083165769784,0.0236519135095857,-0.127624241929848,0.991540538686728,682.690274563734,-1262.02278463259,-2578.25,45258.71972,72.35,0.87,682.69,-1262.02,4.47,241.75,5.11,0.02,9.73
HNM_0133_0678747683_851ECM_N0090001HELI02756_0000LUJ01,77.4485607370845,18.4337064790428,-2568.45,6.65899195929001,0.553542908778469,59.6254692652823,0.505626709426007,0.857484880347858,0.0951909170553993,-0.862698264673671,0.501272624023801,0.0669138291635665,0.0096609960183457,-0.115954458211456,0.993207545670501,680.40840600613,-1265.81927276082,-2578.12,45259.59161,73.22,0.87,680.41,-1265.82,4.43,246.18,5.08,0.08,9.67
HNM_0133_0678747684_748ECM_N0090001HELI02783_0000LUJ01,77.4485212148938,18.4336424586928,-2568.33,8.14912497133759,-1.59250778171728,60.1987618778079,0.496800753082821,0.857034713371387,0.136676668867687,-0.867419550270312,0.495392723815639,0.0465765284169227,-0.0277909255907802,-0.141695269035164,0.989520143902013,678.186194556986,-1269.61420769966,-2577.99,45260.46495,74.09,0.87,678.19,-1269.61,4.40,250.58,5.04,0.14,9.65
HNM_0133_0678747685_645ECM_N0090001HELI02810_0000LUJ01,77.4484806391536,18.4335783940029,-2568.24,9.04706470276369,-0.12494527212634,59.1137926067399,0.513333457728755,0.847336189747562,0.136051985359732,-0.858186463248779,0.507242820144768,0.0788715139206483,-0.002180704655021,-0.15724535909103,0.987557158635155,675.904736997301,-1273.41177432097,-2578.16,45261.33811,74.97,0.87,675.90,-1273.41,4.43,255.01,5.07,0.11,9.92
HNM_0133_0678747686_540ECM_N0090001HELI02837_0000LUJ01,77.4484401936081,18.4335132594927,-2568.18,9.27833249161638,1.75977609065834,59.6317514132293,0.505317272650994,0.85400895060451,0.123786777355038,-0.862387040549598,0.494669502957746,0.107659997843408,0.030709058153375,-0.161154569066226,0.986451295612922,673.630603212697,-1277.27275321951,-2578.10,45262.20864,75.84,0.87,673.63,-1277.27,4.48,259.49,5.15,0.07,9.93
HNM_0133_0678747687_469ECM_N0090001HELI02864_0000LUJ01,77.4484018130872,18.4334469664969,-2568.13,8.99828698199235,-1.68434041616725,59.6400439628621,0.505212449601784,0.849924258241285,0.14962999706064,-0.862494306800205,0.503177290720709,0.0540017114562349,-0.0293930519783199,-0.156337357518826,0.987266265573493,671.472595596058,-1281.20239282441,-2578.12,45263.11281,76.74,0.90,671.47,-1281.20,4.48,263.98,4.96,0.05,10.00
HNM_0133_0678747688_328ECM_N0090001HELI02891_0000LUJ01,77.4483632551958,18.4333791463313,-2568.22,7.72948238447757,-5.35299585471071,60.1610370124512,0.495393995651169,0.853302849213955,0.162662339206455,-0.863644299818902,0.503927062724528,-0.0132679630745876,-0.0932915455070205,-0.133909532809191,0.986592582862722,669.304618105527,-1285.22255514611,-2578.61,45263.94887,77.58,0.84,669.30,-1285.22,4.57,268.54,5.46,-0.11,10.38
HNM_0133_0678747689_222ECM_N0090001HELI02918_0000LUJ01,77.4483215263429,18.4333114155204,-2568.46,6.71569510102765,-2.14618098695151,59.603512633209,0.505625956628172,0.854410574400834,0.119686934691646,-0.861939645204079,0.50628661123703,0.0270908712962717,-0.0374491656691146,-0.116860761738749,0.992441999492427,666.958324451632,-1289.23743221606,-2578.77,45264.81978,78.45,0.87,666.96,-1289.24,4.65,273.19,5.34,-0.27,10.31
HNM_0133_0678747690_119ECM_N0090001HELI02945_0000LUJ01,77.4482773002008,18.4332446950819,-2568.82,4.64321236216476,-2.29103340483232,59.6653218767379,0.504646394264902,0.858623100240771,0.0899910467122161,-0.862400128960279,0.506185571389222,0.0064949893504498,-0.0399754215078232,-0.0808859632463793,0.995921395806405,664.471593798626,-1293.19242840211,-2579.11,45265.69242,79.32,0.87,664.47,-1293.19,4.67,277.86,5.35,-0.42,10.29
HNM_0133_0678747691_014ECM_N0090001HELI02972_0000LUJ01,77.4482304987989,18.4331796296752,-2569.29,7.56763258415939,-2.04607177320654,59.3186372404363,0.509937874276445,0.850128377070206,0.131320626248884,-0.859469983801225,0.509862634089419,0.0367619545742928,-0.0357030996293559,-0.131612449484757,0.990658090270038,661.840038987183,-1297.0493318906,-2579.24,45266.56329,80.19,0.87,661.84,-1297.05,4.67,282.53,5.36,-0.54,9.95
HNM_0133_0678747691_913ECM_N0090001HELI02999_0000LUJ01,77.4481824382993,18.4331147773644,-2569.67,7.60513917672669,-0.377542279722235,59.8879708416604,0.501681471674335,0.856999374231737,0.117761511306056,-0.865027330202126,0.498033688951423,0.0607467091521759,-0.0065893081621979,-0.132342424172481,0.991182154693119,659.137677880297,-1300.89360809066,-2579.44,45267.43877,81.07,0.88,659.14,-1300.89,4.70,287.23,5.37,-0.43,9.77
HNM_0133_0678747692_808ECM_N0090001HELI03026_0000LUJ01,77.4481337570992,18.4330493140952,-2569.93,7.01152268179927,-0.77370508164704,59.6603881003353,0.505078364669933,0.855759734318097,0.112121017932261,-0.86296784800022,0.502769495305019,0.050093192238133,-0.0135032907180377,-0.12205782117733,0.992431130824314,656.400412877164,-1304.77410019575,-2579.83,45268.30987,81.94,0.87,656.40,-1304.77,4.75,291.98,5.45,-0.30,9.90
HNM_0133_0678747693_708ECM_N0090001HELI03053_0000LUJ01,77.4480840690166,18.432983799298,-2570.15,6.09573957921916,-1.38500171317683,59.31606165167,0.510152772469171,0.853823033874441,0.103587526119046,-0.859744110971332,0.509623851592296,0.0335200468130198,-0.0241704859721997,-0.106159110365897,0.994055345991454,653.606525400016,-1308.6576495065,-2580.24,45269.18497,82.81,0.88,653.61,-1308.66,4.78,296.77,5.47,-0.25,10.09
HNM_0133_0678747694_596ECM_N0090001HELI03080_0000LUJ01,77.4480333237907,18.432919166884,-2570.42,1.9544669477508,-0.77732919481166,58.3840105173323,0.524175332105788,0.850842709116734,0.0361511487325542,-0.851502301974862,0.524312625354919,0.0063325054239,-0.0135665376311942,-0.0341021294984399,0.999326269954099,650.753185500668,-1312.48889885297,-2580.53,45270.04995,83.68,0.86,650.75,-1312.49,4.78,301.54,5.52,-0.31,10.12
HNM_0133_0678747695_493ECM_N0090001HELI03107_0000LUJ01,77.4479817357546,18.4328577904843,-2570.69,4.23176672598907,0.437552902967838,58.7869177857954,0.518207188000306,0.853206344104704,0.0591628657546405,-0.855221019186801,0.516327532617367,0.0447536300466415,0.0076366645798438,-0.0737889791279718,0.997244637946651,647.852436934664,-1316.12715116553,-2580.78,45270.92248,84.55,0.87,647.85,-1316.13,4.65,306.20,5.33,-0.31,10.10
HNM_0133_0678747696_388ECM_N0090001HELI03134_0000LUJ01,77.447930854576,18.4327990789953,-2570.90,7.24484678346107,3.05312719988301,58.4593928303635,0.522360220171578,0.848978972258427,0.0798404975267891,-0.851059909525045,0.513201863171634,0.110999450612989,0.0532619074153669,-0.125930744062709,0.990608205557722,644.991425453923,-1319.60743836993,-2580.88,45271.79341,85.42,0.87,644.99,-1319.61,4.51,310.70,5.17,-0.25,9.97
HNM_0133_0678747697_284ECM_N0090001HELI03161_0000LUJ01,77.4478825802972,18.432741328753,-2571.09,6.99163182588398,5.11764254731572,58.4408585671733,0.521292020591514,0.851446920153839,0.0573826753311334,-0.848703606632149,0.510234468248002,0.139150909092469,0.0892009941491611,-0.121239142079694,0.988607228918837,642.277003878057,-1323.03073791825,-2581.09,45272.66583,86.29,0.87,642.28,-1323.03,4.37,315.07,5.01,-0.22,10.00
HNM_0133_0678747698_179ECM_N0090001HELI03188_0000LUJ01,77.4478374940336,18.4326838010045,-2571.17,6.79011470181108,-0.524922244010599,58.4057308972301,0.523878724314017,0.845237410767737,0.10547417527419,-0.851743593607502,0.521148667267198,0.0541933331158226,-0.0091614933115598,-0.118227687299868,0.992944248684702,639.741853397244,-1326.44083721809,-2581.15,45273.53683,87.16,0.87,639.74,-1326.44,4.25,319.32,4.88,-0.09,9.97
HNM_0133_0678747699_076ECM_N0090001HELI03215_0000LUJ01,77.4477918440264,18.432626683567,-2571.09,4.64862383425461,-3.91023233174899,58.3641549925914,0.523297636706141,0.845699372155725,0.104652545851403,-0.849416997062813,0.527498678456154,-0.0153593400836054,-0.0681934638991185,-0.0808561448649604,0.994390232916141,637.174998328941,-1329.82661681453,-2581.32,45274.40938,88.04,0.87,637.17,-1329.83,4.25,323.57,4.87,0.10,10.24
HNM_0133_0678747699_970ECM_N0090001HELI03242_0000LUJ01,77.447744186275,18.4325705321097,-2570.96,9.04355117120258,2.95751557621034,57.2447436654992,0.540330981767957,0.834923116906846,0.104622268166165,-0.839869238708741,0.527505434157296,0.127897141505673,0.0515954650378785,-0.156975812751775,0.986253771703026,634.495235115824,-1333.15514462052,-2581.18,45275.28031,88.91,0.87,634.50,-1333.16,4.27,327.84,4.91,0.15,10.22
HNM_0133_0678747700_867ECM_N0090001HELI03269_0000LUJ01,77.4476993903251,18.4325126601445,-2570.90,11.3426146973738,1.59395307792154,57.5668094269168,0.536108287333552,0.830466638434782,0.151370626936401,-0.843690800323937,0.521223429470819,0.128498910576832,0.0278161410163344,-0.196599336259081,0.980089262915092,631.976406190327,-1336.58564430904,-2580.88,45276.153,89.78,0.87,631.98,-1336.59,4.26,332.10,4.88,0.06,9.97
HNM_0133_0678747701_764ECM_N0090001HELI03296_0000LUJ01,77.4476563211376,18.4324499569869,-2570.62,12.7886176767831,-3.12934326541135,58.9861584744682,0.514476823461593,0.829556369621355,0.217140110853585,-0.855764867790607,0.512819961755059,0.068426441386829,-0.0545901930404584,-0.221024696462132,0.973739181905313,629.554695556674,-1340.30250481216,-2581.31,45277.02583,90.65,0.87,629.55,-1340.30,4.44,336.53,5.08,0.32,10.68
HNM_0133_0678747702_661ECM_N0090001HELI03323_0000LUJ01,77.4476118925444,18.432382160214,-2570.36,8.57099834303066,-0.516887818806048,57.6660481693274,0.534831368878257,0.8347895491942,0.13069741933165,-0.844910660079816,0.530015879309144,0.0721744010272692,-0.0090212719335848,-0.149028776537616,0.988791707295526,627.056557245743,-1344.32129192547,-2582.52,45277.89841,91.53,0.87,627.06,-1344.32,4.73,341.27,5.42,0.30,12.16
HNM_0133_0678747703_558ECM_N0090001HELI03350_0000LUJ01,77.4475686257756,18.432313294347,-2570.58,1.4332157356011,3.1610756155019,58.6677179443289,0.519209252298014,0.854615962063423,-0.0073013501866131,-0.852866332210788,0.518659689265295,0.0600928124865624,0.0551431927753062,-0.0249736684857894,0.99816609047438,624.623754625782,-1348.40344463911,-2583.11,45278.77234,92.40,0.87,624.62,-1348.40,4.75,346.02,5.44,-0.26,12.53
HNM_0133_0678747704_450ECM_N0090001HELI03377_0000LUJ01,77.4475284589973,18.432247886072,-2571.13,5.18260755398324,0.775877961409533,59.8648076846276,0.501996006936297,0.861921710936703,0.0713510563058432,-0.864763924213089,0.498931761596295,0.0570127411198302,0.0135412111567652,-0.0903219878344381,0.995820553169116,622.365261774481,-1352.28063841026,-2583.45,45279.63956,93.27,0.87,622.37,-1352.28,4.49,350.50,5.17,-0.63,12.32
HNM_0133_0678747705_344ECM_N0090001HELI03404_0000LUJ01,77.4474893045704,18.4321839520675,-2571.73,7.71016176998832,0.659598035628432,59.9112967289974,0.501306928852411,0.858202219920065,0.110364454462644,-0.865192949098499,0.495471400596148,0.0771313945260597,0.011511903179159,-0.134153050340144,0.990893755742576,620.163690274916,-1356.07044127846,-2583.83,45280.51049,94.14,0.87,620.16,-1356.07,4.38,354.89,5.03,-0.69,12.10
HNM_0133_0678747706_241ECM_N0090001HELI03431_0000LUJ01,77.4474508176128,18.4321191184444,-2572.35,7.42896533135301,1.16128653521796,59.8274896680988,0.502501990164228,0.858576280581298,0.101678514466796,-0.864338477227673,0.49612089881419,0.0823592772160426,0.0202668859161557,-0.129270353070551,0.991402253957634,617.999654731415,-1359.91356600214,-2584.02,45281.3833,95.01,0.87,618.00,-1359.91,4.41,359.30,5.05,-0.71,11.67
HNM_0133_0678747707_136ECM_N0090001HELI03458_0000LUJ01,77.4474136885308,18.4320532483197,-2572.99,9.04756569770569,0.466684332237575,59.8164859782162,0.502754566228942,0.854308483788936,0.13188957753438,-0.864390828084014,0.495408638181561,0.0860161469686019,0.0081450881014642,-0.157249151798478,0.987525372736559,615.911979861661,-1363.81812396038,-2584.19,45282.25397,95.88,0.87,615.91,-1363.82,4.43,363.73,5.09,-0.73,11.20
HNM_0133_0678747708_032ECM_N0090001HELI03485_0000LUJ01,77.4473767754601,18.4319850709809,-2573.59,6.53407838073755,1.13258404259296,60.0057491707756,0.499815432214787,0.861574279720757,0.0887372201705903,-0.865906367714221,0.494717809504749,0.0738948666064692,0.0197660332871952,-0.113771918690339,0.993310250850966,613.836458775353,-1367.85944016297,-2584.51,45283.12652,96.75,0.87,613.84,-1367.86,4.54,368.27,5.21,-0.68,10.92
HNM_0133_0678747708_927ECM_N0090001HELI03512_0000LUJ01,77.4473419418925,18.4319151736542,-2574.25,6.32376805010039,0.736345257876065,59.7272754025993,0.504074920423358,0.85909429981826,0.0886874208665409,-0.863564310753085,0.499826678214864,0.0665580418750747,0.0128512954107755,-0.110137531134796,0.993833269941089,611.877880750018,-1372.0027006648,-2584.74,45283.99745,97.62,0.87,611.88,-1372.00,4.58,372.85,5.26,-0.77,10.49
HNM_0133_0678747709_824ECM_N0090001HELI03539_0000LUJ01,77.4473081759682,18.4318460469389,-2574.78,6.46258378994677,0.400398160058309,59.863794236325,0.50204507548941,0.85973370359018,0.0938546806927913,-0.864813220936845,0.498186807886542,0.0625139771623809,0.0069882093324131,-0.112551603093562,0.993621306923013,609.979336172202,-1376.10027943881,-2584.96,45284.86994,98.50,0.87,609.98,-1376.10,4.52,377.37,5.18,-0.60,10.18
HNM_0133_0678747710_719ECM_N0090001HELI03566_0000LUJ01,77.4472757251596,18.4317767984425,-2575.15,7.91817022092806,0.24228843404038,60.0449340817572,0.499316203440161,0.858447563544412,0.117265125364558,-0.866409514561997,0.494055332645194,0.0724146488032102,0.0042287183103729,-0.13775742785603,0.990456969793207,608.154744653911,-1380.20507196934,-2585.22,45285.74086,99.37,0.87,608.15,-1380.21,4.49,381.86,5.16,-0.43,10.06
HNM_0133_0678747711_617ECM_N0090001HELI03593_0000LUJ01,77.4472441112259,18.431705803056,-2575.44,8.49010331352769,-0.904095109737425,59.5283667038773,0.507048583024332,0.851253968315051,0.135160703907965,-0.86177303537774,0.503562269245006,0.061418861017249,-0.0157787816023238,-0.147620196520323,0.988918251237405,606.377218625892,-1384.41340774199,-2585.56,45286.61523,100.24,0.87,606.38,-1384.41,4.57,386.43,5.22,-0.33,10.13
